title,author,published_year,language,subjects,cover,content
inspiring individuals,edmund doogue,2009,english,"rolex awards for enterprise, awards, environmental protection, inventions, science, successful people, research, social entrepreneurship",https://covers.openlibrary.org/b/id/10577249-L.jpg,title: inspiring individuals. title: inspiring individuals. author: edmund doogue. author: edmund doogue. subjects: rolex awards for enterprise  awards  environmental protection  inventions  science  successful people  research  social entrepreneurship
rock & roll hall of fame 24th annual induction ceremony,rock and roll hall of fame foundation,2009,english,"run-d.m.c. (musical group), rock and roll hall of fame foundation, rock musicians, rock and roll hall of fame and museum, music museums, little anthony and the imperials, metallica (musical group), history and criticism, awards, rock music, biography",https://covers.openlibrary.org/b/id/8339125-L.jpg,title: rock & roll hall of fame 24th annual induction ceremony. title: rock & roll hall of fame 24th annual induction ceremony. author: rock and roll hall of fame foundation. author: rock and roll hall of fame foundation. subjects: run-d.m.c. (musical group)  rock and roll hall of fame foundation  rock musicians  rock and roll hall of fame and museum  music museums  little anthony and the imperials  metallica (musical group)  history and criticism  awards  rock music  biography
stolpersteine,jürgen-wolfgang goette,2009,german,"erich-mühsam-preis, holocaust memorials, memorials, jews, biography, awards, erich-mühsam-gesellschaft",https://covers.openlibrary.org/b/id/12828575-L.jpg,title: stolpersteine. title: stolpersteine. author: jürgen-wolfgang goette. author: jürgen-wolfgang goette. subjects: erich-mühsam-preis  holocaust memorials  memorials  jews  biography  awards  erich-mühsam-gesellschaft
system landschaft,"sandra kalcher, thies schröder",2009,multiple languages,"landscape architecture, awards",https://covers.openlibrary.org/b/id/9796440-L.jpg,title: system landschaft. title: system landschaft. author: sandra kalcher  thies schröder. author: sandra kalcher  thies schröder. subjects: landscape architecture  awards
"the coretta scott king awards, 1970-2009",henrietta m. smith,2009,english,"coretta scott king award, american literature -- african american authors -- bibliography, american literature -- african american authors -- awards, african americans -- intellectual life -- bibliography, children's literature, american -- bibliography, african americans in literature -- bibliography, children -- books and reading -- united states, children's literature, american -- awards",https://covers.openlibrary.org/b/id/8133054-L.jpg,title: the coretta scott king awards  1970-2009. title: the coretta scott king awards  1970-2009. author: henrietta m. smith. author: henrietta m. smith. subjects: coretta scott king award  american literature -- african american authors -- bibliography  american literature -- african american authors -- awards  african americans -- intellectual life -- bibliography  children's literature  american -- bibliography  african americans in literature -- bibliography  children -- books and reading -- united states  children's literature  american -- awards
"özlem günyol & mustafa kunt, sandra kuhne, regine müller-waldeck, martin pfeifle, martin wöhrl",ulrike lorenz,2009,german,"modern art, art, exhibitions, awards",https://covers.openlibrary.org/b/id/9882610-L.jpg,title: özlem günyol & mustafa kunt  sandra kuhne  regine müller-waldeck  martin pfeifle  martin wöhrl. title: özlem günyol & mustafa kunt  sandra kuhne  regine müller-waldeck  martin pfeifle  martin wöhrl. author: ulrike lorenz. author: ulrike lorenz. subjects: modern art  art  exhibitions  awards
arquia/próxima 2008,fundación arquia,2008,spanish,"arquitectura, proyectos, dibujos y planos",https://covers.openlibrary.org/b/id/12982486-L.jpg,title: arquia/próxima 2008. title: arquia/próxima 2008. author: fundación arquia. author: fundación arquia. subjects: arquitectura  proyectos  dibujos y planos
bp portrait award 2004 (national portrait gallery),blake morrison,2008,english,"exhibition catalogues and specific collections, painting & paintings, portraits in art, art, art & art instruction, london, greater london, collections, catalogs, exhibitions - general, art / general",https://covers.openlibrary.org/b/id/905665-L.jpg,title: bp portrait award 2004 (national portrait gallery). title: bp portrait award 2004 (national portrait gallery). author: blake morrison. author: blake morrison. subjects: exhibition catalogues and specific collections  painting & paintings  portraits in art  art  art & art instruction  london  greater london  collections  catalogs  exhibitions - general  art / general
charles mcgee,charles mcgee,2008,english,"arts, awards",https://covers.openlibrary.org/b/id/14737747-L.jpg,title: charles mcgee. title: charles mcgee. author: charles mcgee. author: charles mcgee. subjects: arts  awards
"de best verzorgde boeken, 2007",kees van den hoek,2008,english,"book design, catalogs, awards",https://covers.openlibrary.org/b/id/12784508-L.jpg,title: de best verzorgde boeken  2007. title: de best verzorgde boeken  2007. author: kees van den hoek. author: kees van den hoek. subjects: book design  catalogs  awards
huan qiu huo jiang dian ying dang an,er li,2008,chinese,"motion pictures, awards, dian ying ping lun",https://covers.openlibrary.org/b/id/12480240-L.jpg,title: huan qiu huo jiang dian ying dang an. title: huan qiu huo jiang dian ying dang an. author: er li. author: er li. subjects: motion pictures  awards  dian ying ping lun
nea opera honors,national endowment for the arts,2008,english,"opera, awards",https://covers.openlibrary.org/b/id/11902585-L.jpg,title: nea opera honors. title: nea opera honors. author: national endowment for the arts. author: national endowment for the arts. subjects: opera  awards
pulitzer's gold,roy j. harris jr.,2008,english,"press & journalism, 20th century, language arts & disciplines, language arts / linguistics / literacy, language, usa, journalism, history / united states, awards, history, pulitzer prizes, united states",https://covers.openlibrary.org/b/id/2657583-L.jpg,title: pulitzer's gold. title: pulitzer's gold. author: roy j. harris jr.. author: roy j. harris jr.. subjects: press & journalism  20th century  language arts & disciplines  language arts / linguistics / literacy  language  usa  journalism  history / united states  awards  history  pulitzer prizes  united states
red dot communication design yearbook 2007/2008 (red dot communication design yearbook),peter zec,2008,english,"design - general, art, art & art instruction",https://covers.openlibrary.org/b/id/3282159-L.jpg,title: red dot communication design yearbook 2007/2008 (red dot communication design yearbook). title: red dot communication design yearbook 2007/2008 (red dot communication design yearbook). author: peter zec. author: peter zec. subjects: design - general  art  art & art instruction
"scholarships, grants & prizes 2009","peterson's, peterson's (firm : 2006- )",2008,english,"student finance, study aids, reference, test prep, study aids / financial aid, directories, financial aid",https://covers.openlibrary.org/b/id/7063740-L.jpg,title: scholarships  grants & prizes 2009. title: scholarships  grants & prizes 2009. author: peterson's  peterson's (firm : 2006- ). author: peterson's  peterson's (firm : 2006- ). subjects: student finance  study aids  reference  test prep  study aids / financial aid  directories  financial aid
tarnished heisman,don yaeger,2008,english,"football - college, sports & recreation / football, football - general, football, sports & recreation, sports",https://covers.openlibrary.org/b/id/2787536-L.jpg,title: tarnished heisman. title: tarnished heisman. author: don yaeger. author: don yaeger. subjects: football - college  sports & recreation / football  football - general  football  sports & recreation  sports
the bp portrait award 2002,national portrait gallery,2008,english,"exhibition catalogues and specific collections, painting & paintings, portraits in art, subjects & themes - human figure, art & art instruction, art, london, greater london, subjects & themes - portraits, essays, art / general, collections, catalogs, exhibitions - general",https://covers.openlibrary.org/b/id/905679-L.jpg,title: the bp portrait award 2002. title: the bp portrait award 2002. author: national portrait gallery. author: national portrait gallery. subjects: exhibition catalogues and specific collections  painting & paintings  portraits in art  subjects & themes - human figure  art & art instruction  art  london  greater london  subjects & themes - portraits  essays  art / general  collections  catalogs  exhibitions - general
"the espn baseball encyclopedia, fifth edition (espn baseball encyclopedia)","gary gillette, peter gammons",2008,english,"baseball, sports & recreation, sports, baseball - general, sports - baseball trd pb, sports & recreation / baseball / general",https://covers.openlibrary.org/b/id/2741331-L.jpg,title: the espn baseball encyclopedia  fifth edition (espn baseball encyclopedia). title: the espn baseball encyclopedia  fifth edition (espn baseball encyclopedia). author: gary gillette  peter gammons. author: gary gillette  peter gammons. subjects: baseball  sports & recreation  sports  baseball - general  sports - baseball trd pb  sports & recreation / baseball / general
the jim thorpe award,bob burke,2008,english,"football, awards, football players, biography",https://covers.openlibrary.org/b/id/12650943-L.jpg,title: the jim thorpe award. title: the jim thorpe award. author: bob burke. author: bob burke. subjects: football  awards  football players  biography
the nobel peace prize lecture,al gore,2008,english,"gore, albert, -- 1948-, environmentalists -- united states, nobel prize winners -- united states, speeches, addresses, etc, nobel prizes, peace -- awards",https://covers.openlibrary.org/b/id/10564833-L.jpg,title: the nobel peace prize lecture. title: the nobel peace prize lecture. author: al gore. author: al gore. subjects: gore  albert  -- 1948-  environmentalists -- united states  nobel prize winners -- united states  speeches  addresses  etc  nobel prizes  peace -- awards
the pocket guide to the baldrige award criteria,mark graham brown,2008,english,"business & economics, quality control, awards, total quality management, malcolm baldrige national quality award, total quality management",https://covers.openlibrary.org/b/id/8707455-L.jpg,title: the pocket guide to the baldrige award criteria. title: the pocket guide to the baldrige award criteria. author: mark graham brown. author: mark graham brown. subjects: business & economics  quality control  awards  total quality management  malcolm baldrige national quality award  total quality management
world press photo 2008 (world press photo),world press photo foundation,2008,english,"photographic reportage, photography, photo techniques, photojournalism, photography / photojournalism",https://covers.openlibrary.org/b/id/13319224-L.jpg,title: world press photo 2008 (world press photo). title: world press photo 2008 (world press photo). author: world press photo foundation. author: world press photo foundation. subjects: photographic reportage  photography  photo techniques  photojournalism  photography / photojournalism
advertising works 15,laurence green,2007,english,advertising -- awards -- great britain -- case studies,https://covers.openlibrary.org/b/id/12166316-L.jpg,title: advertising works 15. title: advertising works 15. author: laurence green. author: laurence green. subjects: advertising -- awards -- great britain -- case studies
ar100 & csr,ar100 annual award show,2007,english,"corporation reports, graphic design (typography), awards, ar100 annual award show (22nd)",https://covers.openlibrary.org/b/id/8254829-L.jpg,title: ar100 & csr. title: ar100 & csr. author: ar100 annual award show. author: ar100 annual award show. subjects: corporation reports  graphic design (typography)  awards  ar100 annual award show (22nd)
architecture 06: the guide to the riba awards (architecture: the guide to the riba awards),tony chapman,2007,english,"architecture (general), architecture, british isles, international architecture - british, reference, general",https://covers.openlibrary.org/b/id/2059189-L.jpg,title: architecture 06: the guide to the riba awards (architecture: the guide to the riba awards). title: architecture 06: the guide to the riba awards (architecture: the guide to the riba awards). author: tony chapman. author: tony chapman. subjects: architecture (general)  architecture  british isles  international architecture - british  reference  general
architecture 07: the guide to the riba awards (architecture: the guide to the riba awards),tony chapman,2007,english,"general, reference, architecture",https://covers.openlibrary.org/b/id/3011132-L.jpg,title: architecture 07: the guide to the riba awards (architecture: the guide to the riba awards). title: architecture 07: the guide to the riba awards (architecture: the guide to the riba awards). author: tony chapman. author: tony chapman. subjects: general  reference  architecture
being famous (10 things you need to know about...),jennifer jones,2007,english,"juvenile social science (general), juvenile nonfiction, sociology, children: grades 3-4, sociology - general, girls & women, social science - general, awards, fame, social aspects",https://covers.openlibrary.org/b/id/4817033-L.jpg,title: being famous (10 things you need to know about...). title: being famous (10 things you need to know about...). author: jennifer jones. author: jennifer jones. subjects: juvenile social science (general)  juvenile nonfiction  sociology  children: grades 3-4  sociology - general  girls & women  social science - general  awards  fame  social aspects
best newspaper writing 2006-2007 edition,aly colón,2007,english,"reportage literature, american., journalism -- competitions., journalism -- awards -- united states., feature stories.",https://covers.openlibrary.org/b/id/10347005-L.jpg,title: best newspaper writing 2006-2007 edition. title: best newspaper writing 2006-2007 edition. author: aly colón. author: aly colón. subjects: reportage literature  american.  journalism -- competitions.  journalism -- awards -- united states.  feature stories.
"best newspaper writing, 2007-2008 edition (best newspaper writing) (best newspaper writing)",aly colón,2007,english,"language arts & disciplines, language arts / linguistics / literacy, literature - classics / criticism, language, american - general, essays, nonfiction, social science, journalism",https://covers.openlibrary.org/b/id/2672611-L.jpg,title: best newspaper writing  2007-2008 edition (best newspaper writing) (best newspaper writing). title: best newspaper writing  2007-2008 edition (best newspaper writing) (best newspaper writing). author: aly colón. author: aly colón. subjects: language arts & disciplines  language arts / linguistics / literacy  literature - classics / criticism  language  american - general  essays  nonfiction  social science  journalism
"blm reclamation and sustainable mineral development awards program, 2007",united states. bureau of land management,2007,english,"mineral industries, sustainable development, mines and mineral resources, reclamation of land, awards, environmental aspects, united states. department of the interior, united states",https://covers.openlibrary.org/b/id/11820625-L.jpg,title: blm reclamation and sustainable mineral development awards program  2007. title: blm reclamation and sustainable mineral development awards program  2007. author: united states. bureau of land management. author: united states. bureau of land management. subjects: mineral industries  sustainable development  mines and mineral resources  reclamation of land  awards  environmental aspects  united states. department of the interior  united states
bravery awards for aerial combat,alan cooper,2007,english,"air forces & warfare, history of specific subjects, history, history - military / war, military, europe - great britain - general, military - aviation, history / military / aviation, awards, great britain., medals, non-commissioned officers, royal air force",https://covers.openlibrary.org/b/id/2993390-L.jpg,title: bravery awards for aerial combat. title: bravery awards for aerial combat. author: alan cooper. author: alan cooper. subjects: air forces & warfare  history of specific subjects  history  history - military / war  military  europe - great britain - general  military - aviation  history / military / aviation  awards  great britain.  medals  non-commissioned officers  royal air force
center of the universe,fred chappell,2007,english,awards,https://covers.openlibrary.org/b/id/7234661-L.jpg,title: center of the universe. title: center of the universe. author: fred chappell. author: fred chappell. subjects: awards
chronicle of the pulitzer prizes for fiction,heinz dietrich fischer,2007,english,"american fiction -- 20th century -- awards, pulitzer prizes -- history",https://covers.openlibrary.org/b/id/5337759-L.jpg,title: chronicle of the pulitzer prizes for fiction. title: chronicle of the pulitzer prizes for fiction. author: heinz dietrich fischer. author: heinz dietrich fischer. subjects: american fiction -- 20th century -- awards  pulitzer prizes -- history
david goldblatt: photographs,michael godby,2007,english,"individual photographers, individual photographers and their work, special subjects in art, photography, photo techniques, individual photographer, photography / individual photographer, general, history - general",https://covers.openlibrary.org/b/id/2238425-L.jpg,title: david goldblatt: photographs. title: david goldblatt: photographs. author: michael godby. author: michael godby. subjects: individual photographers  individual photographers and their work  special subjects in art  photography  photo techniques  individual photographer  photography / individual photographer  general  history - general
"governor's home town award, 2007",illinois. dept. of commerce and economic opportunity,2007,english,"champaign county center for women in transition (ill.), governor's home town awards program (ill.), volunteer workers in community development, awards, services for, volunteer workers in social service, women",https://covers.openlibrary.org/b/id/11875636-L.jpg,title: governor's home town award  2007. title: governor's home town award  2007. author: illinois. dept. of commerce and economic opportunity. author: illinois. dept. of commerce and economic opportunity. subjects: champaign county center for women in transition (ill.)  governor's home town awards program (ill.)  volunteer workers in community development  awards  services for  volunteer workers in social service  women
high society,peter cachola schmal,2007,english,"architectural structure & design, architectural design, commercial buildings architecture, architecture, public, commercial, or industrial buildings, architecture / public, commercial, or industrial buildings",https://covers.openlibrary.org/b/id/2260006-L.jpg,title: high society. title: high society. author: peter cachola schmal. author: peter cachola schmal. subjects: architectural structure & design  architectural design  commercial buildings architecture  architecture  public  commercial  or industrial buildings  architecture / public  commercial  or industrial buildings
honours and awards to women to 1914,norman g. gooding,2007,english,"great britain. -- army -- medals, badges, decorations, etc, women -- medals -- great britain -- history -- 19th century, women -- awards -- great britain -- history -- 19th century, military decorations -- great britain -- history -- 19th century, medals -- great britain -- history -- 19th century, awards -- great britain -- history -- 19th century, women -- great britain -- history -- 19th century, women -- great britain -- biography, great britain -- history, military -- 19th century",https://covers.openlibrary.org/b/id/6308239-L.jpg,title: honours and awards to women to 1914. title: honours and awards to women to 1914. author: norman g. gooding. author: norman g. gooding. subjects: great britain. -- army -- medals  badges  decorations  etc  women -- medals -- great britain -- history -- 19th century  women -- awards -- great britain -- history -- 19th century  military decorations -- great britain -- history -- 19th century  medals -- great britain -- history -- 19th century  awards -- great britain -- history -- 19th century  women -- great britain -- history -- 19th century  women -- great britain -- biography  great britain -- history  military -- 19th century
innovation inducement prizes at the national science foundation,national research council (us),2007,english,"mathematics and science, inventions, technology & engineering, science/mathematics",https://covers.openlibrary.org/b/id/2363920-L.jpg,title: innovation inducement prizes at the national science foundation. title: innovation inducement prizes at the national science foundation. author: national research council (us). author: national research council (us). subjects: mathematics and science  inventions  technology & engineering  science/mathematics
intervention architecture,aga khan foundation.,2007,english,"architectural structure & design, public buildings architecture, architecture, criticism, architecture / criticism, public, commercial, or industrial buildings",https://covers.openlibrary.org/b/id/2995228-L.jpg,title: intervention architecture. title: intervention architecture. author: aga khan foundation.. author: aga khan foundation.. subjects: architectural structure & design  public buildings architecture  architecture  criticism  architecture / criticism  public  commercial  or industrial buildings
mies van der rohe award 2007,diane gray,2007,english,"architectural structure & design, architecture, eu (european union), criticism, individual architect, professional practice, art  / architecture",https://covers.openlibrary.org/b/id/3334819-L.jpg,title: mies van der rohe award 2007. title: mies van der rohe award 2007. author: diane gray. author: diane gray. subjects: architectural structure & design  architecture  eu (european union)  criticism  individual architect  professional practice  art / architecture
naked ambition,michael grecco,2007,english,"photography & photographs, individual photographer, subjects & themes - erotica, subjects & themes - landscapes, photography, photo techniques",https://covers.openlibrary.org/b/id/2731791-L.jpg,title: naked ambition. title: naked ambition. author: michael grecco. author: michael grecco. subjects: photography & photographs  individual photographer  subjects & themes - erotica  subjects & themes - landscapes  photography  photo techniques
national medal of arts,national endowment for the arts,2007,english,"awards, artists",https://covers.openlibrary.org/b/id/10040389-L.jpg,title: national medal of arts. title: national medal of arts. author: national endowment for the arts. author: national endowment for the arts. subjects: awards  artists
ninth floor,"jessica dimmock, alison morley",2007,english,"drug addiction & substance abuse, individual photographers, photographs: collections, 21st century, photography, photo techniques, new york, general, photography / general",https://covers.openlibrary.org/b/id/3336993-L.jpg,title: ninth floor. title: ninth floor. author: jessica dimmock  alison morley. author: jessica dimmock  alison morley. subjects: drug addiction & substance abuse  individual photographers  photographs: collections  21st century  photography  photo techniques  new york  general  photography / general
on becoming exceptional,mary jean ryan,2007,english,"business & economics, medical / nursing, business/economics, health care delivery, business & investing / management, management - general, quality control, total quality management, awards, awards and prizes, catholic health facilities, history, hospitals, missouri, saint louis",https://covers.openlibrary.org/b/id/2673215-L.jpg,title: on becoming exceptional. title: on becoming exceptional. author: mary jean ryan. author: mary jean ryan. subjects: business & economics  medical / nursing  business/economics  health care delivery  business & investing / management  management - general  quality control  total quality management  awards  awards and prizes  catholic health facilities  history  hospitals  missouri  saint louis
pioneering spirits,rebecca irvin,2007,english,"inventions & inventors, conservation of natural resources (general), environmental protection, biography & autobiography, technology & industrial arts, biography/autobiography, general, technology / general, environmental conservation & protection - general, scientists - general, awards, inventions, science",https://covers.openlibrary.org/b/id/1261299-L.jpg,title: pioneering spirits. title: pioneering spirits. author: rebecca irvin. author: rebecca irvin. subjects: inventions & inventors  conservation of natural resources (general)  environmental protection  biography & autobiography  technology & industrial arts  biography/autobiography  general  technology / general  environmental conservation & protection - general  scientists - general  awards  inventions  science
pulitzer's gold,roy j. harris,2007,english,"journalism -- awards -- united states, pulitzer prizes -- history",https://covers.openlibrary.org/b/id/6309274-L.jpg,title: pulitzer's gold. title: pulitzer's gold. author: roy j. harris. author: roy j. harris. subjects: journalism -- awards -- united states  pulitzer prizes -- history
the pulitzer prize archive - supplements,"heinz dietrich fischer, heinz fischer, erika j. fischer",2007,english,"bibliographies & indexes, directories, reference, awards, biography, history, pulitzer prizes, united states",https://covers.openlibrary.org/b/id/14667826-L.jpg,title: the pulitzer prize archive - supplements. title: the pulitzer prize archive - supplements. author: heinz dietrich fischer  heinz fischer  erika j. fischer. author: heinz dietrich fischer  heinz fischer  erika j. fischer. subjects: bibliographies & indexes  directories  reference  awards  biography  history  pulitzer prizes  united states
the thomas jefferson foundation medal in architecture,karen van lengen,2007,english,"architectural structure & design, honours & decorations, collections, catalogs, exhibitions, history - general, architecture",https://covers.openlibrary.org/b/id/5161588-L.jpg,title: the thomas jefferson foundation medal in architecture. title: the thomas jefferson foundation medal in architecture. author: karen van lengen. author: karen van lengen. subjects: architectural structure & design  honours & decorations  collections  catalogs  exhibitions  history - general  architecture
vision,various,2007,english,fiction anthologies & collections,https://covers.openlibrary.org/b/id/3044017-L.jpg,title: vision. title: vision. author: various. author: various. subjects: fiction anthologies & collections
world changing ideas,richard myers,2007,english,"inventions & inventors, technology & engineering, technology & industrial arts, science/mathematics, history, technology / general, general",https://covers.openlibrary.org/b/id/2696759-L.jpg,title: world changing ideas. title: world changing ideas. author: richard myers. author: richard myers. subjects: inventions & inventors  technology & engineering  technology & industrial arts  science/mathematics  history  technology / general  general
60 years of the outland trophy,gene duffey,2006,english,"football - general, sports & recreation",https://covers.openlibrary.org/b/id/2128696-L.jpg,title: 60 years of the outland trophy. title: 60 years of the outland trophy. author: gene duffey. author: gene duffey. subjects: football - general  sports & recreation
a century of nobel peace prize laureates 1901-2005,"indiana university, bloomington. center for the study of global change",2006,english,"politics & government, international relations - diplomacy, peace, political freedom & security - general, political science, politics/international relations",https://covers.openlibrary.org/b/id/5371298-L.jpg,title: a century of nobel peace prize laureates 1901-2005. title: a century of nobel peace prize laureates 1901-2005. author: indiana university  bloomington. center for the study of global change. author: indiana university  bloomington. center for the study of global change. subjects: politics & government  international relations - diplomacy  peace  political freedom & security - general  political science  politics/international relations
architecture 05: the guide to the riba awards (architecture: the guide to the riba awards),tony chapman,2006,english,"architecture, architecture (general), awards, prizes (general), british isles, reference, 21st century, awards, europe, great britain",https://covers.openlibrary.org/b/id/2059172-L.jpg,title: architecture 05: the guide to the riba awards (architecture: the guide to the riba awards). title: architecture 05: the guide to the riba awards (architecture: the guide to the riba awards). author: tony chapman. author: tony chapman. subjects: architecture  architecture (general)  awards  prizes (general)  british isles  reference  21st century  awards  europe  great britain
"awards, honors & prizes: united states and canada (awards, honors, and prizes vol 1: united states and canada)",tara atterberry,2006,english,"reference, encyclopedias, directories",https://covers.openlibrary.org/b/id/4737824-L.jpg,title: awards  honors & prizes: united states and canada (awards  honors  and prizes vol 1: united states and canada). title: awards  honors & prizes: united states and canada (awards  honors  and prizes vol 1: united states and canada). author: tara atterberry. author: tara atterberry. subjects: reference  encyclopedias  directories
children's book award handbook,diana f. marks,2006,english,"children's literature studies: general, collections & anthologies of various literary forms, children's literature, american, awards, prizes (general), books and reading, literary criticism, literature - classics / criticism, young adult literature, american, children's literature, women authors, language arts & disciplines / library & information science, books & reading, children's literature - general, awards",https://covers.openlibrary.org/b/id/864769-L.jpg,title: children's book award handbook. title: children's book award handbook. author: diana f. marks. author: diana f. marks. subjects: children's literature studies: general  collections & anthologies of various literary forms  children's literature  american  awards  prizes (general)  books and reading  literary criticism  literature - classics / criticism  young adult literature  american  children's literature  women authors  language arts & disciplines / library & information science  books & reading  children's literature - general  awards
cyberarts 2006 (ars electronica),hatje cantz publishers,2006,"english, multiple languages, german","electronic & video art, multi-media art, art, art & art instruction, collections, catalogs, exhibitions - general, art / collections, catalogs, exhibitions, assemblage art",https://covers.openlibrary.org/b/id/2238385-L.jpg,title: cyberarts 2006 (ars electronica). title: cyberarts 2006 (ars electronica). author: hatje cantz publishers. author: hatje cantz publishers. subjects: electronic & video art  multi-media art  art  art & art instruction  collections  catalogs  exhibitions - general  art / collections  catalogs  exhibitions  assemblage art
der handke-skandal,peter h. jamin,2006,german,"handke, peter -- awards., heine, heinrich, -- 1797-1856 -- influence., heinrich-heine-preis -- history., literary prizes -- germany -- düsseldorf.",https://covers.openlibrary.org/b/id/5471823-L.jpg,title: der handke-skandal. title: der handke-skandal. author: peter h. jamin. author: peter h. jamin. subjects: handke  peter -- awards.  heine  heinrich  -- 1797-1856 -- influence.  heinrich-heine-preis -- history.  literary prizes -- germany -- düsseldorf.
"design for aging review, vol. 1 '02 (design for aging review)",american institute of architects design for aging,2006,english,"architecture, public, commercial, or industrial buildings, design & drafting, history - specific styles, architecture / general",https://covers.openlibrary.org/b/id/2070838-L.jpg,title: design for aging review  vol. 1 '02 (design for aging review). title: design for aging review  vol. 1 '02 (design for aging review). author: american institute of architects design for aging. author: american institute of architects design for aging. subjects: architecture  public  commercial  or industrial buildings  design & drafting  history - specific styles  architecture / general
"design for aging review, vol. 3 '05",michael j. crosbie,2006,english,"architecture, public, commercial, or industrial buildings, architecture / general, general",https://covers.openlibrary.org/b/id/2115172-L.jpg,title: design for aging review  vol. 3 '05. title: design for aging review  vol. 3 '05. author: michael j. crosbie. author: michael j. crosbie. subjects: architecture  public  commercial  or industrial buildings  architecture / general  general
dynamite women,eve malo,2006,english,"biography/autobiography, general, women, biography & autobiography, biography / autobiography",https://covers.openlibrary.org/b/id/1273242-L.jpg,title: dynamite women. title: dynamite women. author: eve malo. author: eve malo. subjects: biography/autobiography  general  women  biography & autobiography  biography / autobiography
european union prize for contemporary architecture 2005,"diane gray, mies van der rohe foundation",2006,"english, spanish","international architecture - european, public, commercial, or industrial buildings, architecture / reference, reference, architecture",https://covers.openlibrary.org/b/id/2273166-L.jpg,title: european union prize for contemporary architecture 2005. title: european union prize for contemporary architecture 2005. author: diane gray  mies van der rohe foundation. author: diane gray  mies van der rohe foundation. subjects: international architecture - european  public  commercial  or industrial buildings  architecture / reference  reference  architecture
focus energy,andrea scholtz,2006,german,"design, industrial -- awards -- germany -- exhibitions, internationaler designpreis baden-württemberg -- exhibitions, mia seeger preis -- exhibitions",https://covers.openlibrary.org/b/id/13473268-L.jpg,title: focus energy. title: focus energy. author: andrea scholtz. author: andrea scholtz. subjects: design  industrial -- awards -- germany -- exhibitions  internationaler designpreis baden-württemberg -- exhibitions  mia seeger preis -- exhibitions
gold medal for italian architecture,fulvio irace,2006,"english, italian","architecture, italy",https://covers.openlibrary.org/b/id/2274697-L.jpg,title: gold medal for italian architecture. title: gold medal for italian architecture. author: fulvio irace. author: fulvio irace. subjects: architecture  italy
"great men and women of asia volume 3, ramon magsaysay awardees from south asia, 1987-2005",lorna kalaw-tirol,2006,english,biographies & memoirs,https://covers.openlibrary.org/b/id/3356254-L.jpg,title: great men and women of asia volume 3  ramon magsaysay awardees from south asia  1987-2005. title: great men and women of asia volume 3  ramon magsaysay awardees from south asia  1987-2005. author: lorna kalaw-tirol. author: lorna kalaw-tirol. subjects: biographies & memoirs
"great men and women of asia volume 4, ramon magsaysay awardees from northeast asia, 1958-1982",angelina g. goloy,2006,english,biographies & memoirs / biographies,https://covers.openlibrary.org/b/id/3356256-L.jpg,title: great men and women of asia volume 4  ramon magsaysay awardees from northeast asia  1958-1982. title: great men and women of asia volume 4  ramon magsaysay awardees from northeast asia  1958-1982. author: angelina g. goloy. author: angelina g. goloy. subjects: biographies & memoirs / biographies
"great men and women of asia volume 5, ramon magsaysay awardees from northeast asia, 1983-2005",angelina g. goloy,2006,english,biographies & memoirs / biographies,https://covers.openlibrary.org/b/id/3356255-L.jpg,title: great men and women of asia volume 5  ramon magsaysay awardees from northeast asia  1983-2005. title: great men and women of asia volume 5  ramon magsaysay awardees from northeast asia  1983-2005. author: angelina g. goloy. author: angelina g. goloy. subjects: biographies & memoirs / biographies
"hugo boss prize, 2006.",solomon r. guggenheim museum.,2006,english,exhibition catalogues and specific collections,https://covers.openlibrary.org/b/id/3252913-L.jpg,title: hugo boss prize  2006.. title: hugo boss prize  2006.. author: solomon r. guggenheim museum.. author: solomon r. guggenheim museum.. subjects: exhibition catalogues and specific collections
insights to performance excellence 2006,mark l. blazey,2006,english,"quality control, business & economics, business/economics, management - general, total quality management",https://covers.openlibrary.org/b/id/1624126-L.jpg,title: insights to performance excellence 2006. title: insights to performance excellence 2006. author: mark l. blazey. author: mark l. blazey. subjects: quality control  business & economics  business/economics  management - general  total quality management
"peterson's scholarships, grants & prizes 2007",peterson's,2006,english,"grants-in-aid, scholarships, awards, subsidies, research grants, student aid, directories",https://covers.openlibrary.org/b/id/6980565-L.jpg,title: peterson's scholarships  grants & prizes 2007. title: peterson's scholarships  grants & prizes 2007. author: peterson's. author: peterson's. subjects: grants-in-aid  scholarships  awards  subsidies  research grants  student aid  directories
situating,architectural league of new york,2006,english,"young architects forum -- exhibitions, architecture -- awards -- united states -- exhibitions, architecture -- united states -- 21st century -- designs and plans -- exhibitions, young architects -- united states -- exhibitions, architecture -- environmental aspects -- exhibitions",https://covers.openlibrary.org/b/id/812884-L.jpg,title: situating. title: situating. author: architectural league of new york. author: architectural league of new york. subjects: young architects forum -- exhibitions  architecture -- awards -- united states -- exhibitions  architecture -- united states -- 21st century -- designs and plans -- exhibitions  young architects -- united states -- exhibitions  architecture -- environmental aspects -- exhibitions
the kennedy center american college theater festival presents,gary garrison,2006,english,"american drama -- 20th century, american drama -- awards",https://covers.openlibrary.org/b/id/11660814-L.jpg,title: the kennedy center american college theater festival presents. title: the kennedy center american college theater festival presents. author: gary garrison. author: gary garrison. subjects: american drama -- 20th century  american drama -- awards
