title,author,published_year,language,subjects,cover,content
architecture 05: the guide to the riba awards (architecture: the guide to the riba awards),tony chapman,2006,english,"architecture, architecture (general), awards, prizes (general), british isles, reference, 21st century, awards, europe, great britain",https://covers.openlibrary.org/b/id/2059172-L.jpg,architecture 05: the guide to the riba awards (architecture: the guide to the riba awards) [SEP] tony chapman [SEP] architecture  architecture (general)  awards  prizes (general)  british isles  reference  21st century  awards  europe  great britain
"awards, honors & prizes: united states and canada (awards, honors, and prizes vol 1: united states and canada)",tara atterberry,2006,english,"reference, encyclopedias, directories",https://covers.openlibrary.org/b/id/4737824-L.jpg,awards  honors & prizes: united states and canada (awards  honors  and prizes vol 1: united states and canada) [SEP] tara atterberry [SEP] reference  encyclopedias  directories
children's book award handbook,diana f. marks,2006,english,"children's literature studies: general, collections & anthologies of various literary forms, children's literature, american, awards, prizes (general), books and reading, literary criticism, literature - classics / criticism, young adult literature, american, children's literature, women authors, language arts & disciplines / library & information science, books & reading, children's literature - general, awards",https://covers.openlibrary.org/b/id/864769-L.jpg,children's book award handbook [SEP] diana f. marks [SEP] children's literature studies: general  collections & anthologies of various literary forms  children's literature  american  awards  prizes (general)  books and reading  literary criticism  literature - classics / criticism  young adult literature  american  children's literature  women authors  language arts & disciplines / library & information science  books & reading  children's literature - general  awards
cyberarts 2006 (ars electronica),hatje cantz publishers,2006,"english, multiple languages, german","electronic & video art, multi-media art, art, art & art instruction, collections, catalogs, exhibitions - general, art / collections, catalogs, exhibitions, assemblage art",https://covers.openlibrary.org/b/id/2238385-L.jpg,cyberarts 2006 (ars electronica) [SEP] hatje cantz publishers [SEP] electronic & video art  multi-media art  art  art & art instruction  collections  catalogs  exhibitions - general  art / collections  catalogs  exhibitions  assemblage art
der handke-skandal,peter h. jamin,2006,german,"handke, peter -- awards., heine, heinrich, -- 1797-1856 -- influence., heinrich-heine-preis -- history., literary prizes -- germany -- düsseldorf.",https://covers.openlibrary.org/b/id/5471823-L.jpg,der handke-skandal [SEP] peter h. jamin [SEP] handke  peter -- awards.  heine  heinrich  -- 1797-1856 -- influence.  heinrich-heine-preis -- history.  literary prizes -- germany -- düsseldorf.
"design for aging review, vol. 1 '02 (design for aging review)",american institute of architects design for aging,2006,english,"architecture, public, commercial, or industrial buildings, design & drafting, history - specific styles, architecture / general",https://covers.openlibrary.org/b/id/2070838-L.jpg,design for aging review  vol. 1 '02 (design for aging review) [SEP] american institute of architects design for aging [SEP] architecture  public  commercial  or industrial buildings  design & drafting  history - specific styles  architecture / general
"design for aging review, vol. 3 '05",michael j. crosbie,2006,english,"architecture, public, commercial, or industrial buildings, architecture / general, general",https://covers.openlibrary.org/b/id/2115172-L.jpg,design for aging review  vol. 3 '05 [SEP] michael j. crosbie [SEP] architecture  public  commercial  or industrial buildings  architecture / general  general
dynamite women,eve malo,2006,english,"biography/autobiography, general, women, biography & autobiography, biography / autobiography",https://covers.openlibrary.org/b/id/1273242-L.jpg,dynamite women [SEP] eve malo [SEP] biography/autobiography  general  women  biography & autobiography  biography / autobiography
european union prize for contemporary architecture 2005,"diane gray, mies van der rohe foundation",2006,"english, spanish","international architecture - european, public, commercial, or industrial buildings, architecture / reference, reference, architecture",https://covers.openlibrary.org/b/id/2273166-L.jpg,european union prize for contemporary architecture 2005 [SEP] diane gray  mies van der rohe foundation [SEP] international architecture - european  public  commercial  or industrial buildings  architecture / reference  reference  architecture
focus energy,andrea scholtz,2006,german,"design, industrial -- awards -- germany -- exhibitions, internationaler designpreis baden-württemberg -- exhibitions, mia seeger preis -- exhibitions",https://covers.openlibrary.org/b/id/13473268-L.jpg,focus energy [SEP] andrea scholtz [SEP] design  industrial -- awards -- germany -- exhibitions  internationaler designpreis baden-württemberg -- exhibitions  mia seeger preis -- exhibitions
gold medal for italian architecture,fulvio irace,2006,"english, italian","architecture, italy",https://covers.openlibrary.org/b/id/2274697-L.jpg,gold medal for italian architecture [SEP] fulvio irace [SEP] architecture  italy
"great men and women of asia volume 3, ramon magsaysay awardees from south asia, 1987-2005",lorna kalaw-tirol,2006,english,biographies & memoirs,https://covers.openlibrary.org/b/id/3356254-L.jpg,great men and women of asia volume 3  ramon magsaysay awardees from south asia  1987-2005 [SEP] lorna kalaw-tirol [SEP] biographies & memoirs
"great men and women of asia volume 4, ramon magsaysay awardees from northeast asia, 1958-1982",angelina g. goloy,2006,english,biographies & memoirs / biographies,https://covers.openlibrary.org/b/id/3356256-L.jpg,great men and women of asia volume 4  ramon magsaysay awardees from northeast asia  1958-1982 [SEP] angelina g. goloy [SEP] biographies & memoirs / biographies
"great men and women of asia volume 5, ramon magsaysay awardees from northeast asia, 1983-2005",angelina g. goloy,2006,english,biographies & memoirs / biographies,https://covers.openlibrary.org/b/id/3356255-L.jpg,great men and women of asia volume 5  ramon magsaysay awardees from northeast asia  1983-2005 [SEP] angelina g. goloy [SEP] biographies & memoirs / biographies
"hugo boss prize, 2006.",solomon r. guggenheim museum.,2006,english,exhibition catalogues and specific collections,https://covers.openlibrary.org/b/id/3252913-L.jpg,hugo boss prize  2006. [SEP] solomon r. guggenheim museum. [SEP] exhibition catalogues and specific collections
insights to performance excellence 2006,mark l. blazey,2006,english,"quality control, business & economics, business/economics, management - general, total quality management",https://covers.openlibrary.org/b/id/1624126-L.jpg,insights to performance excellence 2006 [SEP] mark l. blazey [SEP] quality control  business & economics  business/economics  management - general  total quality management
"peterson's scholarships, grants & prizes 2007",peterson's,2006,english,"grants-in-aid, scholarships, awards, subsidies, research grants, student aid, directories",https://covers.openlibrary.org/b/id/6980565-L.jpg,peterson's scholarships  grants & prizes 2007 [SEP] peterson's [SEP] grants-in-aid  scholarships  awards  subsidies  research grants  student aid  directories
situating,architectural league of new york,2006,english,"young architects forum -- exhibitions, architecture -- awards -- united states -- exhibitions, architecture -- united states -- 21st century -- designs and plans -- exhibitions, young architects -- united states -- exhibitions, architecture -- environmental aspects -- exhibitions",https://covers.openlibrary.org/b/id/812884-L.jpg,situating [SEP] architectural league of new york [SEP] young architects forum -- exhibitions  architecture -- awards -- united states -- exhibitions  architecture -- united states -- 21st century -- designs and plans -- exhibitions  young architects -- united states -- exhibitions  architecture -- environmental aspects -- exhibitions
the kennedy center american college theater festival presents,gary garrison,2006,english,"american drama -- 20th century, american drama -- awards",https://covers.openlibrary.org/b/id/11660814-L.jpg,the kennedy center american college theater festival presents [SEP] gary garrison [SEP] american drama -- 20th century  american drama -- awards
the prix de rome in architecture,marco polo,2006,english,"prix de rome in architecture for emerging practitioners, professional prix de rome in architecture, architecture -- canada -- 20th century, architecture -- canada -- 21st century, architecture -- awards -- canada",https://covers.openlibrary.org/b/id/12378041-L.jpg,the prix de rome in architecture [SEP] marco polo [SEP] prix de rome in architecture for emerging practitioners  professional prix de rome in architecture  architecture -- canada -- 20th century  architecture -- canada -- 21st century  architecture -- awards -- canada
the pura belpre awards,rose zertuche trevino,2006,english,"literary reference works, novels, other prose & writers: from c 1900 -, library & information science, general, bio-bibliography, language arts & disciplines, spanish, language, latin america, handbooks & manuals, belprã¢e medal, teaching methods & materials - library skills, american literature, awards, belprâe medal, children's literature, american, hispanic american authors",https://covers.openlibrary.org/b/id/637809-L.jpg,the pura belpre awards [SEP] rose zertuche trevino [SEP] literary reference works  novels  other prose & writers: from c 1900 -  library & information science  general  bio-bibliography  language arts & disciplines  spanish  language  latin america  handbooks & manuals  belprã¢e medal  teaching methods & materials - library skills  american literature  awards  belprâe medal  children's literature  american  hispanic american authors
the rise of asian design,all rights reserved,2006,"english, chinese","graphic design, art & art instruction, art, graphic arts - general, design - general",https://covers.openlibrary.org/b/id/1056019-L.jpg,the rise of asian design [SEP] all rights reserved [SEP] graphic design  art & art instruction  art  graphic arts - general  design - general
what every man wants,andrew mann,2006,english,"sports, awards, sports tournaments",https://covers.openlibrary.org/b/id/10310883-L.jpg,what every man wants [SEP] andrew mann [SEP] sports  awards  sports tournaments
architecture 04: the guide to the riba awards (architecture: the guide to the riba awards),tony chapman,2005,english,"architecture, yearbooks, annuals, almanacs, reference, united kingdom, great britain, collections, catalogs, exhibitions, design & drafting",https://covers.openlibrary.org/b/id/912503-L.jpg,architecture 04: the guide to the riba awards (architecture: the guide to the riba awards) [SEP] tony chapman [SEP] architecture  yearbooks  annuals  almanacs  reference  united kingdom  great britain  collections  catalogs  exhibitions  design & drafting
architecture and polyphony,aga khan award for architecture (organization),2005,english,"architecture, international architecture - middle eastern, architecture (specific aspects), islamic architecture, islamic countries, criticism, history - specific styles, design & drafting, methods & materials, general",https://covers.openlibrary.org/b/id/316868-L.jpg,architecture and polyphony [SEP] aga khan award for architecture (organization) [SEP] architecture  international architecture - middle eastern  architecture (specific aspects)  islamic architecture  islamic countries  criticism  history - specific styles  design & drafting  methods & materials  general
best songs of the movies,john funnell,2005,english,"films, cinema, vocal music, performing arts/dance, history and criticism, performing arts, united states, cinema/film: book, songs and music, reference, general, songbooks - popular, academy awards (motion pictures), motion picture music",https://covers.openlibrary.org/b/id/1476391-L.jpg,best songs of the movies [SEP] john funnell [SEP] films  cinema  vocal music  performing arts/dance  history and criticism  performing arts  united states  cinema/film: book  songs and music  reference  general  songbooks - popular  academy awards (motion pictures)  motion picture music
bp portrait award 2005,philip hensher,2005,english,"exhibition catalogues and specific collections, history of art & design styles: from c 1900 -, painting & paintings, portraits in art, art, art & art instruction, british isles, history - contemporary (1945- ), awards, bp portrait award, great britain, portrait painting, portrait painting, british",https://covers.openlibrary.org/b/id/905675-L.jpg,bp portrait award 2005 [SEP] philip hensher [SEP] exhibition catalogues and specific collections  history of art & design styles: from c 1900 -  painting & paintings  portraits in art  art  art & art instruction  british isles  history - contemporary (1945- )  awards  bp portrait award  great britain  portrait painting  portrait painting  british
childrens books awards and prizes,childrens book council,2005,english,"reference, general",https://covers.openlibrary.org/b/id/11769553-L.jpg,childrens books awards and prizes [SEP] childrens book council [SEP] reference  general
chronicle of the pulitzer prizes for history,heinz dietrich fischer,2005,english,"historiography, history - general history",https://covers.openlibrary.org/b/id/4883549-L.jpg,chronicle of the pulitzer prizes for history [SEP] heinz dietrich fischer [SEP] historiography  history - general history
de gouden piramide 2004,"ton idsinga, marieke van rooy",2005,dutch,"architecture -- netherlands -- 20th century, architecture -- netherlands -- 21st century, public works -- netherlands, gouden piramide (award)",https://covers.openlibrary.org/b/id/5333239-L.jpg,de gouden piramide 2004 [SEP] ton idsinga  marieke van rooy [SEP] architecture -- netherlands -- 20th century  architecture -- netherlands -- 21st century  public works -- netherlands  gouden piramide (award)
demokratie ist keine glücksversicherung,"beatrice von weizsäcker, hildegard hamm-brücher",2005,german,"democracy, awards, theodor-heuss-preis, history, interviews, politics and government, theodor heuss stiftung",https://covers.openlibrary.org/b/id/10747423-L.jpg,demokratie ist keine glücksversicherung [SEP] beatrice von weizsäcker  hildegard hamm-brücher [SEP] democracy  awards  theodor-heuss-preis  history  interviews  politics and government  theodor heuss stiftung
dotmov festival 2004,idn pro,2005,"english, japanese","films, cinema, performing arts, pop arts / pop culture, cinema/film: book, film & video - general, film & video - reference, awards, commercial art, computer graphics, graphic arts",https://covers.openlibrary.org/b/id/1056043-L.jpg,dotmov festival 2004 [SEP] idn pro [SEP] films  cinema  performing arts  pop arts / pop culture  cinema/film: book  film & video - general  film & video - reference  awards  commercial art  computer graphics  graphic arts
estudio de condecoraciones recibidas por dulce maría loynaz,madelyn díaz monterrey,2005,spanish,"loynaz, dulce maría, -- 1902-1997 -- awards.",https://covers.openlibrary.org/b/id/5341798-L.jpg,estudio de condecoraciones recibidas por dulce maría loynaz [SEP] madelyn díaz monterrey [SEP] loynaz  dulce maría  -- 1902-1997 -- awards.
ethnic book awards,sherry york,2005,english,"children's literature, american -- bibliography., young adult literature, american -- bibliography., multiculturalism in literature -- bibliography., ethnic groups in literature -- bibliography., children's literature, american -- awards., young adult literature, american -- awards.",https://covers.openlibrary.org/b/id/1955897-L.jpg,ethnic book awards [SEP] sherry york [SEP] children's literature  american -- bibliography.  young adult literature  american -- bibliography.  multiculturalism in literature -- bibliography.  ethnic groups in literature -- bibliography.  children's literature  american -- awards.  young adult literature  american -- awards.
great men and women of asia,lorna kalaw-tirol,2005,english,history - asia,https://covers.openlibrary.org/b/id/10637077-L.jpg,great men and women of asia [SEP] lorna kalaw-tirol [SEP] history - asia
i.d.e.a.,albert d. cohen,2005,english,"awards, prix et récompenses, businesspeople, biography, international distinguished entrepreneur award, entrepreneurship, gens d'affaires, biographies, entrepreneuriat, university of manitoba, université du manitoba",https://covers.openlibrary.org/b/id/12532876-L.jpg,i.d.e.a. [SEP] albert d. cohen [SEP] awards  prix et récompenses  businesspeople  biography  international distinguished entrepreneur award  entrepreneurship  gens d'affaires  biographies  entrepreneuriat  university of manitoba  université du manitoba
if--then,fernando romero,2005,english,"young architects forum, architecture -- awards -- united states, architecture -- united states -- 21st century, young architects -- united states",https://covers.openlibrary.org/b/id/8736379-L.jpg,if--then [SEP] fernando romero [SEP] young architects forum  architecture -- awards -- united states  architecture -- united states -- 21st century  young architects -- united states
literaturnobelpreis elfriede jelinek,pia janke,2005,german,"jelinek, elfriede, -- 1946- -- awards., jelinek, elfriede, -- 1946- -- interviews., jelinek, elfriede, -- 1946- -- appreciation., authors, austrian -- 20th century -- interviews.",https://covers.openlibrary.org/b/id/5455773-L.jpg,literaturnobelpreis elfriede jelinek [SEP] pia janke [SEP] jelinek  elfriede  -- 1946- -- awards.  jelinek  elfriede  -- 1946- -- interviews.  jelinek  elfriede  -- 1946- -- appreciation.  authors  austrian -- 20th century -- interviews.
national sculpture prize & exhibition 2005,national gallery of australia,2005,english,"national sculpture prize (australia), exhibitions, australian sculpture, awards",https://covers.openlibrary.org/b/id/11684331-L.jpg,national sculpture prize & exhibition 2005 [SEP] national gallery of australia [SEP] national sculpture prize (australia)  exhibitions  australian sculpture  awards
nihon no shō jiten,nichigai asoshiētsu,2005,japanese,awards -- japan.,https://covers.openlibrary.org/b/id/5477672-L.jpg,nihon no shō jiten [SEP] nichigai asoshiētsu [SEP] awards -- japan.
"scholarships, grants, and prizes 2006",peterson's,2005,english,"united states, study aids, student finance, reference, test prep, financial aid, study aids / financial aid, directories, scholarships, student aid",https://covers.openlibrary.org/b/id/1455428-L.jpg,scholarships  grants  and prizes 2006 [SEP] peterson's [SEP] united states  study aids  student finance  reference  test prep  financial aid  study aids / financial aid  directories  scholarships  student aid
tatort stadt ii,gregor langenbrinck,2005,"german, english",city planning -- germany.,https://covers.openlibrary.org/b/id/8248061-L.jpg,tatort stadt ii [SEP] gregor langenbrinck [SEP] city planning -- germany.
the economy of prestige,james f. english,2005,english,"awards -- economic aspects., literary prizes -- economic aspects., art -- awards -- economic aspects., culture -- economic aspects., intellectual life -- economic aspects., popular culture -- economic aspects., cultural industries -- economic aspects., value., prestige.",https://covers.openlibrary.org/b/id/412496-L.jpg,the economy of prestige [SEP] james f. english [SEP] awards -- economic aspects.  literary prizes -- economic aspects.  art -- awards -- economic aspects.  culture -- economic aspects.  intellectual life -- economic aspects.  popular culture -- economic aspects.  cultural industries -- economic aspects.  value.  prestige.
the jerwood drawing prize,wimbledon school of art,2005,english,"british drawing, exhibitions, drawing, awards, dessin britannique, expositions",https://covers.openlibrary.org/b/id/12890726-L.jpg,the jerwood drawing prize [SEP] wimbledon school of art [SEP] british drawing  exhibitions  drawing  awards  dessin britannique  expositions
xii premio obras cemex,"premio obras cemex (11th 2003 monterrey, mexico), cemex corp, ariel noriega garcia",2005,"english, spanish","architecture, photography, architectural & industrial, photography / architectural & industrial, general",https://covers.openlibrary.org/b/id/2295539-L.jpg,xii premio obras cemex [SEP] premio obras cemex (11th 2003 monterrey  mexico)  cemex corp  ariel noriega garcia [SEP] architecture  photography  architectural & industrial  photography / architectural & industrial  general
a century of heroes,douglas r. chambers,2004,english,"american history: from c 1900 -, true stories of endurance & survival, united states - general, history - u.s., history, history: american, usa, disaster relief & rescue operations, united states - 20th century, history / united states / 20th century, disasters & disaster relief",https://covers.openlibrary.org/b/id/1560542-L.jpg,a century of heroes [SEP] douglas r. chambers [SEP] american history: from c 1900 -  true stories of endurance & survival  united states - general  history - u.s.  history  history: american  usa  disaster relief & rescue operations  united states - 20th century  history / united states / 20th century  disasters & disaster relief
european union prize for contemporary architecture,aaron betsky,2004,english,"architecture, eu (european union), criticism, public, commercial, or industrial buildings, art  / architecture, architecture / public, commercial, or industrial buildings",https://covers.openlibrary.org/b/id/2272903-L.jpg,european union prize for contemporary architecture [SEP] aaron betsky [SEP] architecture  eu (european union)  criticism  public  commercial  or industrial buildings  art / architecture  architecture / public  commercial  or industrial buildings
fresher facts,florike egmond,2004,"dutch, english","am nai prijs, young architects -- awards -- netherlands, architecture -- netherlands -- 21st century",https://covers.openlibrary.org/b/id/13889044-L.jpg,fresher facts [SEP] florike egmond [SEP] am nai prijs  young architects -- awards -- netherlands  architecture -- netherlands -- 21st century
illinois environmental protection agency's governor's green youth awards program,illinois. environmental protection agency. associate director's office,2004,english,"conservation of natural resources, nature, environmental education, effect of human beings on, illinois. environmental protection agency, study and teaching, awards, environmental protection, citizen participation, green movement, illinois",https://covers.openlibrary.org/b/id/13429687-L.jpg,illinois environmental protection agency's governor's green youth awards program [SEP] illinois. environmental protection agency. associate director's office [SEP] conservation of natural resources  nature  environmental education  effect of human beings on  illinois. environmental protection agency  study and teaching  awards  environmental protection  citizen participation  green movement  illinois
insights to performance excellence 2004,mark l. blazey,2004,english,"general, reference - general, total quality management, business & economics, business/economics",https://covers.openlibrary.org/b/id/2673179-L.jpg,insights to performance excellence 2004 [SEP] mark l. blazey [SEP] general  reference - general  total quality management  business & economics  business/economics
le pot de nouilles,larry dane brimner,2004,french,"loyauté, romans, nouvelles, etc. pour la jeunesse, loyalty, juvenile fiction, contests, friendship, awards, concours et compétitions, prix et récompenses, amitié, fiction",https://covers.openlibrary.org/b/id/11668682-L.jpg,le pot de nouilles [SEP] larry dane brimner [SEP] loyauté  romans  nouvelles  etc. pour la jeunesse  loyalty  juvenile fiction  contests  friendship  awards  concours et compétitions  prix et récompenses  amitié  fiction
leading your healthcare organization to excellence,patrice l. spath,2004,english,"health care delivery, hospital administration, medical / hospital administration & care, administration, medical, medical / nursing, awards, malcolm baldrige national quality award, medical care, quality control, total quality management, united states",https://covers.openlibrary.org/b/id/5178596-L.jpg,leading your healthcare organization to excellence [SEP] patrice l. spath [SEP] health care delivery  hospital administration  medical / hospital administration & care  administration  medical  medical / nursing  awards  malcolm baldrige national quality award  medical care  quality control  total quality management  united states
making history,alberta,2004,english,"officials and employees, awards",https://covers.openlibrary.org/b/id/13377293-L.jpg,making history [SEP] alberta [SEP] officials and employees  awards
namen in sprachlichen kontaktgebieten,"friedhelm debus, inge bily",2004,german,"our brockhaus selection, german language",https://covers.openlibrary.org/b/id/5498595-L.jpg,namen in sprachlichen kontaktgebieten [SEP] friedhelm debus  inge bily [SEP] our brockhaus selection  german language
"nobel lectures in peace, 1996-2000",irwin abrams,2004,english,peace,https://covers.openlibrary.org/b/id/10968337-L.jpg,nobel lectures in peace  1996-2000 [SEP] irwin abrams [SEP] peace
peace women,"angelika u. reutter, anne ruffer",2004,english,"peace studies, women's studies, non-classifiable, nonfiction",https://covers.openlibrary.org/b/id/1038232-L.jpg,peace women [SEP] angelika u. reutter  anne ruffer [SEP] peace studies  women's studies  non-classifiable  nonfiction
photography awards 2004,association of photographers.,2004,english,photography -- awards -- great britain.,https://covers.openlibrary.org/b/id/15037529-L.jpg,photography awards 2004 [SEP] association of photographers. [SEP] photography -- awards -- great britain.
"the coretta scott king awards, 1970-2004",henrietta m. smith,2004,english,"coretta scott king award., american literature -- african american authors -- bibliography., american literature -- african american authors -- awards., children's literature, american -- bibliography., african americans in literature -- bibliography., children -- books and reading -- united states., children's literature, american -- awards.",https://covers.openlibrary.org/b/id/637796-L.jpg,the coretta scott king awards  1970-2004 [SEP] henrietta m. smith [SEP] coretta scott king award.  american literature -- african american authors -- bibliography.  american literature -- african american authors -- awards.  children's literature  american -- bibliography.  african americans in literature -- bibliography.  children -- books and reading -- united states.  children's literature  american -- awards.
the dobell prize for drawing,hendrik kolenberg,2004,english,"drawing, exhibitions, australian drawing, awards, dobell prize for drawing",https://covers.openlibrary.org/b/id/10749380-L.jpg,the dobell prize for drawing [SEP] hendrik kolenberg [SEP] drawing  exhibitions  australian drawing  awards  dobell prize for drawing
the hugo boss prize 2004,"franz ackermann, meghan dailey",2004,english,"hugo boss prize, modern art, new york guggenheim museum",https://covers.openlibrary.org/b/id/13296905-L.jpg,the hugo boss prize 2004 [SEP] franz ackermann  meghan dailey [SEP] hugo boss prize  modern art  new york guggenheim museum
"the national convention badges, membership badges, & award medals of the american legion",peter j. eisert,2004,english,"awards, medals, american legion",https://covers.openlibrary.org/b/id/12637563-L.jpg,the national convention badges  membership badges  & award medals of the american legion [SEP] peter j. eisert [SEP] awards  medals  american legion
"the one show, vol. 26",the one show,2004,english,"advertising, advertising industry, reference works, graphic arts - general, art & art instruction, art, art / general, commercial - advertising",https://covers.openlibrary.org/b/id/1673358-L.jpg,the one show  vol. 26 [SEP] the one show [SEP] advertising  advertising industry  reference works  graphic arts - general  art & art instruction  art  art / general  commercial - advertising
zhurnalistika kak postupok,a. k. simonov,2004,russian,journalism,https://covers.openlibrary.org/b/id/8672638-L.jpg,zhurnalistika kak postupok [SEP] a. k. simonov [SEP] journalism
architecture 02,tony chapman,2003,english,"architecture, british isles, europe, united kingdom, great britain",https://covers.openlibrary.org/b/id/2552815-L.jpg,architecture 02 [SEP] tony chapman [SEP] architecture  british isles  europe  united kingdom  great britain
architecture 03: the riba awards (architecture: the guide to the riba awards),tony chapman,2003,english,"architecture, british isles, history - general, reference",https://covers.openlibrary.org/b/id/912498-L.jpg,architecture 03: the riba awards (architecture: the guide to the riba awards) [SEP] tony chapman [SEP] architecture  british isles  history - general  reference
best newspaper writing 2003 (best newspaper writing),keith woods,2003,english,"press & journalism, language arts & disciplines, language arts / linguistics / literacy, language, usa, american - general, journalism, media studies - print media, literary criticism & collections / general",https://covers.openlibrary.org/b/id/806203-L.jpg,best newspaper writing 2003 (best newspaper writing) [SEP] keith woods [SEP] press & journalism  language arts & disciplines  language arts / linguistics / literacy  language  usa  american - general  journalism  media studies - print media  literary criticism & collections / general
bp portrait award 2003,a. s. byatt,2003,english,"exhibition catalogues and specific collections, painting & paintings, portraits in art, art & art instruction, art, london, greater london, collections, catalogs, exhibitions - museum, subjects & themes - portraits, individual artist",https://covers.openlibrary.org/b/id/3005228-L.jpg,bp portrait award 2003 [SEP] a. s. byatt [SEP] exhibition catalogues and specific collections  painting & paintings  portraits in art  art & art instruction  art  london  greater london  collections  catalogs  exhibitions - museum  subjects & themes - portraits  individual artist
"children's book awards international, 1990 through 2000",laura smith undifferentiated,2003,english,"bibliographies, catalogues, discographies, children's literature studies: general, c 1990 to c 2000, literature - classics / criticism, directories, literary criticism, young adult literature, children's literature - general, children's literature, awards, illustrations",https://covers.openlibrary.org/b/id/4735685-L.jpg,children's book awards international  1990 through 2000 [SEP] laura smith undifferentiated [SEP] bibliographies  catalogues  discographies  children's literature studies: general  c 1990 to c 2000  literature - classics / criticism  directories  literary criticism  young adult literature  children's literature - general  children's literature  awards  illustrations
"congressional gold medals, 1776-2002",stephen w. stathis,2003,english,"honours & decorations, politics & government, reference works, reference, genealogy, usa, united states, congressional award, questions & answers, awards, congress, history, united states.",https://covers.openlibrary.org/b/id/1969630-L.jpg,congressional gold medals  1776-2002 [SEP] stephen w. stathis [SEP] honours & decorations  politics & government  reference works  reference  genealogy  usa  united states  congressional award  questions & answers  awards  congress  history  united states.
cyberarts 2002,hannes leopoldseder,2003,"english, multiple languages, german","computer graphics software, graphic design, illustration, graphic arts - general, art & art instruction, music, collections, catalogs, exhibitions - general, art / digital & video, instruction & study - theory",https://covers.openlibrary.org/b/id/2238167-L.jpg,cyberarts 2002 [SEP] hannes leopoldseder [SEP] computer graphics software  graphic design  illustration  graphic arts - general  art & art instruction  music  collections  catalogs  exhibitions - general  art / digital & video  instruction & study - theory
developing digital architecture,"liu, yudong (architecture teacher)",2003,english,"architectural design -- data processing, architecture and technology, architecture -- technological innovations, architecture -- awards",https://covers.openlibrary.org/b/id/12462953-L.jpg,developing digital architecture [SEP] liu  yudong (architecture teacher) [SEP] architectural design -- data processing  architecture and technology  architecture -- technological innovations  architecture -- awards
epica book sixteen: europe's best advertising (epica: europe's best advertising),ava publishing,2003,english,"advertising, advertising industry, graphic design, yearbooks, annuals, almanacs, europe, awards, art & art instruction, art, commercial - advertising, art / commercial / advertising, bg-cookbks - bg - cookbooks, advertising campaigns, commercial art",https://covers.openlibrary.org/b/id/2186363-L.jpg,epica book sixteen: europe's best advertising (epica: europe's best advertising) [SEP] ava publishing [SEP] advertising  advertising industry  graphic design  yearbooks  annuals  almanacs  europe  awards  art & art instruction  art  commercial - advertising  art / commercial / advertising  bg-cookbks - bg - cookbooks  advertising campaigns  commercial art
from the pain come the dream,"paul fireman, samuel kofi woods, angel martinez",2003,english,"human rights, photographs: collections, individual and the state, photography, photo essays, photojournalism, photography / general",https://covers.openlibrary.org/b/id/2084393-L.jpg,from the pain come the dream [SEP] paul fireman  samuel kofi woods  angel martinez [SEP] human rights  photographs: collections  individual and the state  photography  photo essays  photojournalism  photography / general
idn decade design awards,systems design limited,2003,english,"design styles: from c 1900 -, industrial / commercial art & design, c 1990 to c 2000, graphic arts - general, architecture, art, design & drafting",https://covers.openlibrary.org/b/id/1053360-L.jpg,idn decade design awards [SEP] systems design limited [SEP] design styles: from c 1900 -  industrial / commercial art & design  c 1990 to c 2000  graphic arts - general  architecture  art  design & drafting
kunst kunst kunst,helmut peschina,2003,german,"grosse österreichische staatspreis -- exhibitions., arts, austrian -- 20th century -- exhibitions., artists -- austria -- biography.",https://covers.openlibrary.org/b/id/2256388-L.jpg,kunst kunst kunst [SEP] helmut peschina [SEP] grosse österreichische staatspreis -- exhibitions.  arts  austrian -- 20th century -- exhibitions.  artists -- austria -- biography.
literature is freedom,susan sontag,2003,english,"sontag, susan, -- 1933-2004 -- awards., peace -- awards.",https://covers.openlibrary.org/b/id/4839765-L.jpg,literature is freedom [SEP] susan sontag [SEP] sontag  susan  -- 1933-2004 -- awards.  peace -- awards.
material process,architectural league of new york,2003,english,"young architects forum, architecture -- awards -- united states, architecture -- united states -- 20th century, young architects -- united states, building materials",https://covers.openlibrary.org/b/id/812742-L.jpg,material process [SEP] architectural league of new york [SEP] young architects forum  architecture -- awards -- united states  architecture -- united states -- 20th century  young architects -- united states  building materials
premi e incentivi alle traduzioni.,associazione italiana editori. ufficio studi,2003,italian,"translating and interpreting -- italy, translating and interpreting -- awards -- italy",https://covers.openlibrary.org/b/id/5327753-L.jpg,premi e incentivi alle traduzioni. [SEP] associazione italiana editori. ufficio studi [SEP] translating and interpreting -- italy  translating and interpreting -- awards -- italy
randolph j. caldecott and the story of the caldecott medal (great achievement awards),randolph caldecott,2003,english,"children: grades 4-6, united states, illustration of books, caldecott, randolph,, biography, juvenile nonfiction, children's books/ages 9-12 biography, illustrated children's books, england, biography & autobiography - art, biography & autobiography - literary, awards, illustrators, juvenile literature, people & places - united states, 1846-1886",https://covers.openlibrary.org/b/id/1948084-L.jpg,randolph j. caldecott and the story of the caldecott medal (great achievement awards) [SEP] randolph caldecott [SEP] children: grades 4-6  united states  illustration of books  caldecott  randolph   biography  juvenile nonfiction  children's books/ages 9-12 biography  illustrated children's books  england  biography & autobiography - art  biography & autobiography - literary  awards  illustrators  juvenile literature  people & places - united states  1846-1886
